Team1,Team2,Score1,Score2,Date/Time,nb_matches1,nb_matches2,goals_past1,goals_past2,ratio_goals_past1,ratio_goals_past2,nb_wins1,nb_wins2,ratio_wins1,ratio_wins2,nb_losses1,nb_losses2,ratio_losses1,ratio_losses2,nb_draws1,nb_draws2,ratio_draws1,ratio_draws2,nb_wins_opp1,nb_wins_opp2,ratio_wins_opp1,ratio_wins_opp2,nb_losses_opp1,nb_losses_opp2,ratio_losses_opp1,ratio_losses_opp2,nb_draws_opp1,nb_draws_opp2,ratio_draws_opp1,ratio_draws_opp2,Ranks1,Ranks2,Points1,Points2,Year,Population1,Population2
Guinea,Mali,2,2,2005-02-09 16:00:00,0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,86,51,515,589,2005,9679745.0,12798763.0
Bulgaria,Serbia and Montenegro,0,0,2005-02-09 14:00:00,7,3,8,2,0.4705882352941176,0.4,1,0,0.14285714285714285,0.0,1,0,0.2857142857142857,0.3333333333333333,4,2,0.5714285714285714,0.6666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,37,46,623,599,2005,7683763.0,8057157.0
Cyprus,Finland,1,2,2005-02-09 11:00:00,6,5,9,5,0.6,0.4166666666666667,4,2,0.6666666666666666,0.4,4,2,0.16666666666666666,0.6,1,0,0.16666666666666666,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,108,43,442,607,2005,1027657.94,5258927.0
Austria,Latvia,1,1,2005-02-09 11:00:00,5,8,7,9,0.5,0.4090909090909091,1,2,0.2,0.25,1,2,0.4,0.5,2,2,0.4,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,83,65,522,560,2005,8253650.5,2251983.0
Hong Kong,Brazil,1,7,2005-02-09 10:00:00,0,5,0,11,0.0,0.8461538461538461,0,2,0.0,0.4,0,2,0.0,0.0,0,3,0.0,0.6,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,133,1,361,843,2005,6827761.0,186917360.0
Chile,Ecuador,3,0,2005-02-09 00:00:00,2,5,2,7,0.5,0.5833333333333334,0,2,0.0,0.4,0,2,0.0,0.4,2,1,1.0,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,74,39,533,616,2005,16147064.0,13735233.0
Cote d'Ivoire,Congo,2,2,2005-02-08 19:00:00,1,0,2,0,1.0,0.0,1,0,1.0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,40,117,611,420,2005,18336302.0,3718243.0
Latvia,Finland,1,2,2005-02-08 17:45:00,7,4,8,3,0.42105263157894735,0.3333333333333333,2,1,0.2857142857142857,0.25,2,1,0.42857142857142855,0.75,2,0,0.2857142857142857,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,65,43,560,607,2005,2251983.0,5258927.0
Cyprus,Austria,2,1,2005-02-08 17:45:00,5,4,7,6,0.5833333333333334,0.5454545454545454,3,1,0.6,0.25,3,1,0.2,0.25,1,2,0.2,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,108,83,442,522,2005,1027657.94,8253650.5
Trinidad and Tobago,Haiti,0,1,2005-02-06 00:00:00,8,5,10,5,0.5,0.2777777777777778,5,0,0.625,0.0,5,0,0.375,0.6,0,2,0.0,0.4,2,0,1.0,0.0,0,2,0.0,1.0,0,0,0.0,0.0,63,95,564,481,2005,1296934.0,9263404.0
South Korea,Egypt,0,1,2005-02-04 11:00:00,7,3,8,6,0.5333333333333333,0.75,2,2,0.2857142857142857,0.6666666666666666,2,2,0.2857142857142857,0.0,3,1,0.42857142857142855,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,95,34,481,644,2005,48708496.0,76778152.0
Trinidad and Tobago,Haiti,2,1,2005-02-03 00:00:00,7,4,8,4,0.4705882352941176,0.26666666666666666,4,0,0.5714285714285714,0.0,4,0,0.42857142857142855,0.5,0,2,0.0,0.5,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,63,95,564,481,2005,1296934.0,9263404.0
Iran,Bosnia and Herzegovina,2,1,2005-02-02 16:00:00,1,3,0,4,0.0,0.6666666666666666,0,2,0.0,0.6666666666666666,0,2,1.0,0.0,0,1,0.0,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,20,79,697,526,2005,70421816.0,3781530.0
Saudi Arabia,Hungary,0,0,2005-02-02 15:00:00,2,10,4,15,1.0,0.5,2,5,1.0,0.5,2,5,0.0,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,28,64,665,562,2005,23905654.0,10086465.0
Japan,Syria,3,0,2005-02-02 11:00:00,9,1,18,2,0.6206896551724138,0.4,5,0,0.5555555555555556,0.0,5,0,0.3333333333333333,1.0,1,0,0.1111111111111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,17,85,707,516,2005,128335768.0,18294612.0
North Korea,Kuwait,0,0,2005-02-02 00:00:00,0,2,0,4,0.0,0.5714285714285714,0,1,0.0,0.5,0,1,0.0,0.0,0,1,0.0,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,22,54,688,585,2005,23904168.0,2276623.0
Bahrain,Lebanon,2,1,2005-02-02 00:00:00,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,49,105,594,448,2005,889168.0,3986852.0
Trinidad and Tobago,Haiti,1,0,2005-02-01 00:00:00,6,3,7,4,0.4375,0.2857142857142857,3,0,0.5,0.0,3,0,0.5,0.3333333333333333,0,2,0.0,0.6666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,63,95,564,481,2005,1296934.0,9263404.0
Japan,Kazakhstan,4,0,2005-01-29 11:20:00,8,4,14,7,0.56,0.3684210526315789,4,0,0.5,0.0,4,0,0.375,1.0,1,0,0.125,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,17,147,707,313,2005,128335768.0,15541457.0
Saudi Arabia,Turkmenistan,1,0,2005-01-29 00:00:00,1,1,3,0,1.0,0.0,1,0,1.0,0.0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,28,98,665,478,2005,23905654.0,4754641.0
Ecuador,Panama,2,0,2005-01-29 00:00:00,4,2,5,2,0.5,0.3333333333333333,1,0,0.25,0.0,1,0,0.5,0.5,1,1,0.25,0.5,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,39,100,616,472,2005,13735233.0,3330465.0
Jordan,Norway,0,0,2005-01-28 16:00:00,3,8,2,14,0.5,0.6363636363636364,0,4,0.0,0.5,0,4,0.0,0.0,3,4,1.0,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,40,35,611,633,2005,5714111.0,4632364.0
Sweden,Mexico,0,0,2005-01-26 23:50:00,8,6,17,9,0.6296296296296297,0.6923076923076923,4,4,0.5,0.6666666666666666,4,4,0.125,0.16666666666666666,3,1,0.375,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,13,7,715,753,2005,9038623.0,108472224.0
Kuwait,Syria,3,2,2005-01-26 00:00:00,1,0,1,0,0.5,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,54,85,585,516,2005,2276623.0,18294612.0
Ecuador,Panama,2,0,2005-01-26 00:00:00,3,1,3,2,0.375,0.5,0,0,0.0,0.0,0,0,0.6666666666666666,0.0,1,1,0.3333333333333333,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,39,100,616,472,2005,13735233.0,3330465.0
Bahrain,Norway,0,1,2005-01-25 16:00:00,0,7,0,13,0.0,0.6190476190476191,0,3,0.0,0.42857142857142855,0,3,0.0,0.0,0,4,0.0,0.5714285714285714,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,49,35,594,633,2005,889168.0,4632364.0
Saudi Arabia,Tajikistan,3,0,2005-01-25 00:00:00,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,28,136,665,351,2005,23905654.0,6854176.0
Panama,Denmark,2,2,2005-01-23 20:15:00,0,6,0,10,0.0,0.5882352941176471,0,3,0.0,0.5,0,3,0.0,0.3333333333333333,0,1,0.0,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,100,14,472,711,2005,3330465.0,5421702.0
Paraguay,Guatemala,2,1,2005-01-23 01:00:00,2,2,1,1,0.5,0.25,0,0,0.0,0.0,0,0,0.0,0.5,2,1,1.0,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,30,71,661,551,2005,5795494.0,13096028.0
Trinidad and Tobago,Azerbaijan,2,0,2005-01-23 00:00:00,5,8,5,10,0.35714285714285715,0.4,2,2,0.4,0.25,2,2,0.6,0.375,0,3,0.0,0.375,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,63,113,564,432,2005,1296934.0,8538606.0
Kuwait,Norway,1,1,2005-01-22 16:00:00,0,7,0,15,0.0,0.6521739130434783,0,4,0.0,0.5714285714285714,0,4,0.0,0.0,0,3,0.0,0.42857142857142855,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,54,35,585,633,2005,2276623.0,4632364.0
Sweden,South Korea,1,1,2005-01-22 04:30:00,8,6,19,7,0.6785714285714286,0.5384615384615384,5,2,0.625,0.3333333333333333,5,2,0.125,0.3333333333333333,2,2,0.25,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,13,95,715,481,2005,9038623.0,48708496.0
Trinidad and Tobago,Azerbaijan,1,0,2005-01-21 00:00:00,4,7,4,10,0.3076923076923077,0.4166666666666667,1,2,0.25,0.2857142857142857,1,2,0.75,0.2857142857142857,0,3,0.0,0.42857142857142855,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,63,113,564,432,2005,1296934.0,8538606.0
Paraguay,South Korea,1,1,2005-01-19 04:00:00,1,5,0,6,0.0,0.5454545454545454,0,2,0.0,0.4,0,2,0.0,0.4,1,1,1.0,0.2,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,30,95,661,481,2005,5795494.0,48708496.0
Colombia,Guatemala,1,1,2005-01-17 04:00:00,4,1,7,0,0.7777777777777778,0.0,3,0,0.75,0.0,3,0,0.0,1.0,1,0,0.25,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,26,71,669,551,2005,43285632.0,13096028.0
Colombia,South Korea,2,1,2005-01-15 20:15:00,3,4,5,5,0.8333333333333334,0.625,2,2,0.6666666666666666,0.5,2,2,0.0,0.25,1,1,0.3333333333333333,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,26,95,669,481,2005,43285632.0,48708496.0
Costa Rica,Haiti,3,3,2005-01-12 00:00:00,1,2,0,1,0.0,0.125,0,0,0.0,0.0,0,0,1.0,0.5,0,1,0.0,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,27,95,668,481,2005,4247841.0,9263404.0
Egypt,Uganda,3,0,2005-01-08 00:00:00,2,0,3,0,0.6,0.0,1,0,0.5,0.0,1,0,0.0,0.0,1,0,0.5,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,34,109,644,438,2005,76778152.0,28543940.0
Thailand,Germany,1,5,2004-12-21 12:30:00,1,12,1,28,0.5,0.6829268292682927,0,8,0.0,0.6666666666666666,0,8,0.0,0.25,1,1,1.0,0.08333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,79,19,526,705,2004,65002232.0,81715656.0
South Korea,Germany,3,1,2004-12-19 11:00:00,3,11,2,27,0.5,0.7297297297297297,1,8,0.3333333333333333,0.7272727272727273,1,8,0.3333333333333333,0.18181818181818185,1,1,0.3333333333333333,0.09090909090909093,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,125,8,388,726,2004,48498084.0,81715656.0
Japan,Germany,0,3,2004-12-16 12:10:00,7,10,14,24,0.6363636363636364,0.7058823529411765,4,7,0.5714285714285714,0.7,4,7,0.2857142857142857,0.2,1,1,0.14285714285714285,0.1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,23,8,658,726,2004,128213632.0,81715656.0
Thailand,Slovakia,1,1,2004-12-02 17:00:00,0,6,0,5,0.0,0.625,0,2,0.0,0.3333333333333333,0,2,0.0,0.16666666666666666,0,3,0.0,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,61,61,542,542,2004,65002232.0,5399419.0
Hungary,Slovakia,0,1,2004-11-30 17:00:00,9,5,15,4,0.5172413793103449,0.5714285714285714,5,1,0.5555555555555556,0.2,5,1,0.4444444444444444,0.2,0,3,0.0,0.6,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,74,61,519,542,2004,10115081.0,5399419.0
Egypt,Bulgaria,1,1,2004-11-29 18:00:00,1,6,2,7,0.6666666666666666,0.4666666666666667,1,1,1.0,0.16666666666666666,1,1,0.0,0.3333333333333333,0,3,0.0,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,29,40,649,609,2004,75381896.0,7743264.0
Spain,England,1,0,2004-11-17 21:45:00,6,5,13,11,0.7222222222222222,0.7333333333333333,4,2,0.6666666666666666,0.4,4,2,0.0,0.2,2,2,0.3333333333333333,0.4,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,13,785,711,2004,43351668.0,50302667.519999996
France,Poland,0,0,2004-11-17 21:00:00,6,9,8,13,0.8888888888888888,0.5416666666666666,3,4,0.5,0.4444444444444444,3,4,0.0,0.3333333333333333,3,2,0.5,0.2222222222222222,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,26,812,652,2004,60886604.0,38396068.0
Scotland,Sweden,1,4,2004-11-17 21:00:00,7,9,7,15,0.3684210526315789,0.5555555555555556,2,4,0.2857142857142857,0.4444444444444444,2,4,0.5714285714285714,0.3333333333333333,1,2,0.14285714285714285,0.2222222222222222,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,55,18,547,667,2004,4970382.624,8990639.0
Germany,Cameroon,3,0,2004-11-17 20:40:00,9,2,21,0,0.6774193548387096,0.0,6,0,0.6666666666666666,0.0,6,0,0.2222222222222222,0.5,1,1,0.1111111111111111,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,12,726,717,2004,81715656.0,16959080.0
Italy,Finland,1,0,2004-11-17 20:30:00,5,6,9,6,0.6,0.35294117647058826,2,1,0.4,0.16666666666666666,2,1,0.2,0.8333333333333334,2,0,0.4,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,10,42,723,586,2004,58494704.0,5242185.0
Morocco,Burkina Faso,4,0,2004-11-17 20:30:00,5,1,5,2,0.5555555555555556,0.5,2,0,0.4,0.0,2,0,0.4,0.0,1,1,0.2,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,33,73,639,520,2004,30179286.0,13030569.0
South Africa,Nigeria,2,1,2004-11-17 19:30:00,3,2,2,5,0.4,1.0,1,2,0.3333333333333333,1.0,1,2,0.6666666666666666,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,39,16,613,691,2004,48247396.0,135393616.0
Algeria,Senegal,1,2,2004-11-17 18:00:00,2,0,3,0,0.5,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,52,26,552,652,2004,32831098.0,10955944.0
Slovakia,Slovenia,0,0,2004-11-17 17:30:00,4,4,4,2,0.5714285714285714,0.25,1,0,0.25,0.0,1,0,0.25,0.75,2,1,0.5,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,61,41,542,608,2004,5399419.0,1991430.0
Azerbaijan,Bulgaria,0,0,2004-11-17 15:00:00,6,6,10,8,0.4166666666666667,0.5,2,2,0.3333333333333333,0.3333333333333333,2,2,0.3333333333333333,0.3333333333333333,2,2,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,112,40,417,609,2004,8448882.0,7743264.0
Australia,Norway,2,2,2004-11-16 21:35:00,4,7,3,16,0.375,0.7272727272727273,1,5,0.25,0.7142857142857143,1,5,0.5,0.0,1,2,0.25,0.2857142857142857,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,49,36,558,616,2004,19948430.0,4598214.0
Ireland,Croatia,1,0,2004-11-16 20:30:00,9,5,9,7,0.6428571428571429,0.5833333333333334,5,3,0.5555555555555556,0.6,5,3,0.1111111111111111,0.2,3,1,0.3333333333333333,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,14,20,705,662,2004,4128749.0,4383920.0
Mexico,Guatemala,2,0,2004-11-10 19:50:00,6,0,7,0,0.6363636363636364,0.0,3,0,0.5,0.0,3,0,0.16666666666666666,0.0,2,0,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,87,735,493,2004,106995584.0,12796925.0
Mexico,Ecuador,2,1,2004-10-27 19:50:00,5,2,5,2,0.625,0.4,2,0,0.4,0.0,2,0,0.2,0.5,2,1,0.4,0.5,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,4,37,735,615,2004,106995584.0,13509647.0
Iran,Germany,0,2,2004-10-09 18:00:00,0,9,0,19,0.0,0.59375,0,5,0.0,0.5555555555555556,0,5,0.0,0.3333333333333333,0,1,0.0,0.1111111111111111,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,19,8,663,726,2004,69617104.0,81715656.0
Germany,Brazil,1,1,2004-09-08 20:45:00,8,5,18,11,0.6,0.9166666666666666,5,3,0.625,0.6,5,3,0.375,0.0,0,2,0.0,0.4,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,1,726,842,2004,81715656.0,184738448.0
Spain,Scotland,1,1,2004-09-03 22:00:00,6,6,15,6,0.7894736842105263,0.35294117647058826,5,2,0.8333333333333334,0.3333333333333333,5,2,0.0,0.6666666666666666,1,0,0.16666666666666666,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,55,785,547,2004,43351668.0,4970382.624
Netherlands,Liechtenstein,3,0,2004-09-03 20:30:00,6,3,7,0,0.6363636363636364,0.0,2,0,0.3333333333333333,0.0,2,0,0.3333333333333333,1.0,2,0,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,171,152,203,277,2004,16287182.0,34596.0
Haiti,Brazil,0,6,2004-08-18 23:50:00,2,4,3,5,0.42857142857142855,0.8333333333333334,0,2,0.0,0.5,0,2,0.5,0.0,1,2,0.5,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,88,1,487,842,2004,9119178.0,184738448.0
Spain,Venezuela,3,2,2004-08-18 22:00:00,5,4,12,7,0.8571428571428571,0.5384615384615384,4,2,0.8,0.5,4,2,0.0,0.25,1,1,0.2,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,50,785,554,2004,43351668.0,26327224.0
Iceland,Italy,2,0,2004-08-18 21:15:00,5,7,4,12,0.26666666666666666,0.631578947368421,0,4,0.0,0.5714285714285714,0,4,0.6,0.14285714285714285,2,2,0.4,0.2857142857142857,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,65,10,527,723,2004,291104.0,58494704.0
Scotland,Hungary,0,3,2004-08-18 21:00:00,6,10,6,13,0.42857142857142855,0.43333333333333335,2,4,0.3333333333333333,0.4,2,4,0.5,0.6,1,0,0.16666666666666666,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,55,74,547,519,2004,4970382.624,10115081.0
Austria,Germany,1,3,2004-08-18 20:45:00,4,8,7,15,0.7777777777777778,0.5555555555555556,2,4,0.5,0.5,2,4,0.0,0.5,2,0,0.5,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,70,8,524,726,2004,8216804.5,81715656.0
England,Ukraine,3,0,2004-08-18 20:45:00,6,4,13,2,0.6190476190476191,0.2857142857142857,2,0,0.3333333333333333,0.0,2,0,0.3333333333333333,0.5,2,2,0.3333333333333333,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,13,71,711,523,2004,50302667.519999996,47215964.0
France,Bosnia and Herzegovina,1,1,2004-08-18 20:45:00,7,2,12,3,1.0,0.75,5,2,0.7142857142857143,1.0,5,2,0.0,0.0,2,0,0.2857142857142857,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,64,812,529,2004,60886604.0,3781287.0
Ireland,Bulgaria,1,1,2004-08-18 20:30:00,10,6,12,10,0.631578947368421,0.5882352941176471,6,3,0.6,0.5,6,3,0.1,0.3333333333333333,3,1,0.3,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,14,40,705,609,2004,4128749.0,7743264.0
Croatia,Israel,1,0,2004-08-18 20:15:00,5,5,7,12,0.4666666666666667,0.8,2,4,0.4,0.8,2,4,0.4,0.0,1,1,0.2,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,20,57,662,546,2004,4383920.0,6468827.0
Czech Republic,Greece,0,0,2004-08-18 20:15:00,6,7,13,8,0.65,0.5333333333333333,3,4,0.5,0.5714285714285714,3,4,0.3333333333333333,0.2857142857142857,1,1,0.16666666666666666,0.14285714285714285,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,11,35,719,627,2004,10239536.0,11270476.0
Switzerland,Northern Ireland,0,0,2004-08-18 20:15:00,6,4,4,6,0.3333333333333333,0.5454545454545454,2,2,0.3333333333333333,0.5,2,2,0.6666666666666666,0.25,0,1,0.0,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,47,110,576,421,2004,7347247.0,1736639.712
Sweden,Netherlands,2,2,2004-08-18 20:15:00,9,6,14,6,0.5384615384615384,0.6666666666666666,4,2,0.4444444444444444,0.3333333333333333,4,2,0.4444444444444444,0.3333333333333333,1,2,0.1111111111111111,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,18,171,667,203,2004,8990639.0,16287182.0
Slovenia,Serbia and Montenegro,1,1,2004-08-18 20:15:00,4,3,3,4,0.3333333333333333,0.4,1,0,0.25,0.0,1,0,0.75,0.6666666666666666,0,1,0.0,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,41,44,608,581,2004,1991430.0,8078302.0
Turkey,Belarus,1,2,2004-08-18 19:00:00,9,4,15,7,0.6,0.7,5,3,0.5555555555555556,0.75,5,3,0.2222222222222222,0.25,2,0,0.2222222222222222,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5,86,733,502,2004,67007852.0,9676902.0
Norway,Belgium,2,2,2004-08-18 19:00:00,8,5,14,4,0.7368421052631579,0.3076923076923077,5,1,0.625,0.2,5,1,0.125,0.6,2,1,0.25,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,36,17,616,670,2004,4598214.0,10480117.0
Poland,Denmark,1,5,2004-08-18 19:00:00,11,8,21,10,0.65625,0.5,7,3,0.6363636363636364,0.375,7,3,0.18181818181818185,0.25,2,3,0.18181818181818185,0.375,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,26,15,652,696,2004,38396068.0,5402761.0
Tunisia,South Africa,0,2,2004-08-18 19:00:00,7,2,5,0,0.35714285714285715,0.0,2,0,0.2857142857142857,0.0,2,0,0.42857142857142855,1.0,2,0,0.2857142857142857,0.0,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,33,39,639,613,2004,10017601.0,48247396.0
Cyprus,Albania,2,1,2004-08-18 19:00:00,4,5,5,10,0.5555555555555556,0.5555555555555556,2,3,0.5,0.6,2,3,0.25,0.2,1,1,0.25,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,102,91,445,481,2004,1010410.0,3097747.0
Latvia,Wales,0,2,2004-08-18 18:30:00,7,4,8,7,0.4,0.875,2,3,0.2857142857142857,0.75,2,3,0.42857142857142855,0.0,2,1,0.2857142857142857,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,53,60,551,543,2004,2278855.0,2874438.144
Moldova,Georgia,1,0,2004-08-18 18:00:00,4,4,5,1,0.5,0.1,2,0,0.5,0.0,2,0,0.25,1.0,1,0,0.25,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,108,102,425,445,2004,4166337.0,4533329.0
Russia,Lithuania,4,3,2004-08-18 17:00:00,4,5,5,3,0.4166666666666667,0.1875,0,0,0.0,0.0,0,0,0.5,1.0,2,0,0.5,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,31,110,645,421,2004,144044608.0,3381118.0
Jordan,Azerbaijan,1,1,2004-08-18 14:00:00,3,5,2,9,0.4,0.4090909090909091,0,2,0.0,0.4,0,2,0.3333333333333333,0.4,2,1,0.6666666666666666,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,42,112,586,417,2004,5535595.0,8448882.0
Japan,Argentina,1,2,2004-08-18 12:00:00,11,4,18,6,0.6923076923076923,0.5454545454545454,6,3,0.5454545454545454,0.75,6,3,0.18181818181818185,0.25,3,0,0.2727272727272727,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,23,5,658,733,2004,128213632.0,38728696.0
Algeria,Burkina Faso,2,2,2004-08-17 18:00:00,2,1,2,0,0.6666666666666666,0.0,1,0,0.5,0.0,1,0,0.0,1.0,1,0,0.5,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,52,73,552,520,2004,32831098.0,13030569.0
El Salvador,Honduras,0,4,2004-08-03 12:00:00,1,8,0,7,0.0,0.3043478260869565,0,0,0.0,0.0,0,0,1.0,0.625,0,3,0.0,0.375,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,104,55,442,547,2004,6000775.0,7204153.0
United States,Poland,1,1,2004-07-11 23:55:00,6,10,8,20,0.7272727272727273,0.6666666666666666,3,7,0.5,0.7,3,7,0.16666666666666666,0.2,2,1,0.3333333333333333,0.1,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,9,26,724,652,2004,292539328.0,38396068.0
Argentina,Peru,2,1,2004-06-30 23:55:00,4,6,6,10,0.5,0.5,2,2,0.5,0.3333333333333333,2,2,0.25,0.5,1,1,0.25,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5,72,733,522,2004,38728696.0,27273194.0
