Team1,Team2,Score1,Score2,Date/Time
Austria,Slovenia,3,1,2011-06-08 17:00:00
Jordan,Lebanon,1,1,2011-06-08 16:30:00
China,Gabon,2,0,2011-06-08 13:35:00
China,North Korea,2,0,2011-06-08 13:35:00
Singapore,Singapore,2,1,2011-06-08 13:00:00
Brazil,Romania,1,0,2011-06-08 02:50:00
Ecuador,Greece,1,1,2011-06-08 02:00:00
Paraguay,Bolivia,0,0,2011-06-08 01:30:00
Venezuela,Spain,0,3,2011-06-07 22:30:00
Ireland,Italy,2,0,2011-06-07 20:45:00
Austria,Latvia,3,1,2011-06-07 20:30:00
Russia,Cameroon,0,0,2011-06-07 19:30:00
Gabon,Gambia,0,1,2011-06-07 19:00:00
Norway,Lithuania,1,0,2011-06-07 19:00:00
Estonia,Latvia,1,0,2011-06-07 16:00:00
Singapore,Maldives,4,0,2011-06-07 13:30:00
South Korea,Ghana,2,1,2011-06-07 13:00:00
Japan,Czech Republic,0,0,2011-06-07 12:30:00
Australia,Serbia,0,0,2011-06-07 11:30:00
Ukraine,France,1,4,2011-06-06 21:00:00
Denmark,Turkey,4,0,2011-06-06 20:00:00
Sweden,Serbia,2,1,2011-06-06 19:20:00
Poland,Greece,1,2,2011-06-06 16:30:00
China,Saudi Arabia,0,0,2011-06-06 13:35:00
Ukraine,France,1,1,2011-06-05 20:45:00
Spain,Russia,1,1,2011-06-05 20:00:00
Poland,Argentina,2,1,2011-06-05 17:00:00
England,Norway,2,0,2011-06-05 16:00:00
China,Uzbekistan,1,0,2011-06-05 13:35:00
Australia,New Zealand,3,0,2011-06-05 09:30:00
Bolivia,Paraguay,0,2,2011-06-05 02:30:00
United States,Spain,0,4,2011-06-04 22:30:00
Brazil,Netherlands,0,0,2011-06-04 21:10:00
Italy,Poland,1,0,2011-06-04 16:00:00
Czech Republic,Peru,0,0,2011-06-04 08:00:00
Luxembourg,Hungary,0,1,2011-06-03 20:15:00
Portugal,Austria,2,0,2011-06-03 18:15:00
Kuwait,Iraq,1,0,2011-06-03 17:00:00
Hong Kong,Malaysia,1,1,2011-06-03 14:00:00
South Korea,Serbia,2,1,2011-06-03 13:00:00
France,Serbia,1,0,2011-06-02 20:45:00
Greece,Bulgaria,2,1,2011-06-02 18:30:00
Norway,Sweden,1,4,2011-06-02 18:00:00
Sweden,Poland,1,0,2011-06-02 12:00:00
Guatemala,Venezuela,0,2,2011-06-02 04:00:00
Mexico,New Zealand,3,0,2011-06-02 04:00:00
Guatemala,Panama,1,2,2011-06-02 02:00:00
Canada,Ecuador,2,2,2011-06-02 01:00:00
Nigeria,Argentina,4,1,2011-06-01 20:00:00
Ukraine,Uzbekistan,2,0,2011-06-01 20:00:00
Turkey,Lebanon,3,0,2011-06-01 18:00:00
Japan,Peru,0,0,2011-06-01 12:20:00
South Korea,Oman,3,1,2011-06-01 12:00:00
Japan,Australia,3,1,2011-06-01 09:20:00
Sweden,Poland,1,2,2011-05-31 19:00:00
Portugal,Germany,4,2,2011-05-31 18:15:00
Denmark,Austria,2,1,2011-05-31 18:00:00
Azerbaijan,Moldova,1,0,2011-05-31 15:00:00
Netherlands,Albania,5,0,2011-05-30 18:30:00
Israel,Uzbekistan,0,2,2011-05-30 15:30:00
Panama,Grenada,2,0,2011-05-30 01:30:00
El Salvador,Honduras,2,2,2011-05-30 00:00:00
Germany,Uruguay,2,1,2011-05-29 20:00:00
Ireland,Scotland,1,0,2011-05-29 19:30:00
Costa Rica,Nigeria,1,0,2011-05-29 19:00:00
Tunisia,Central African Republic,3,0,2011-05-29 18:00:00
Egypt,Chad,2,0,2011-05-29 16:30:00
Syria,Jordan,1,1,2011-05-29 16:00:00
Ethiopia,Sudan,1,2,2011-05-29 14:00:00
Mexico,Ecuador,1,1,2011-05-28 22:00:00
Portugal,Netherlands,3,0,2011-05-28 12:45:00
Finland,United States,0,0,2011-05-28 10:30:00
Wales,Northern Ireland,2,0,2011-05-27 20:45:00
Netherlands,Israel,2,0,2011-05-27 15:30:00
Argentina,Paraguay,4,2,2011-05-25 21:00:00
Scotland,Wales,3,1,2011-05-25 20:45:00
Ireland,Northern Ireland,5,0,2011-05-24 20:45:00
France,United States,2,1,2011-05-19 19:00:00
France,United States,3,3,2011-05-17 19:00:00
Italy,Albania,2,0,2011-05-17 16:30:00
Tanzania,South Africa,0,1,2011-05-14 17:00:00
Ghana,Liberia,1,3,2011-05-14 15:00:00
Nigeria,Ghana,1,1,2011-05-12 18:00:00
Czech Republic,Slovakia,2,2,2011-04-27 17:00:00
Mozambique,Tanzania,2,0,2011-04-23 12:00:00
Croatia,Slovenia,2,0,2011-04-22 17:00:00
Italy,Montenegro,1,1,2011-04-22 16:00:00
Portugal,France,1,0,2011-04-22 12:30:00
Spain,Russia,3,1,2011-04-22 10:30:00
Czech Republic,Italy,3,0,2011-04-21 11:00:00
Serbia,Slovenia,0,0,2011-04-21 11:00:00
Argentina,Ecuador,2,2,2011-04-21 01:00:00
Portugal,Russia,3,1,2011-04-20 18:00:00
France,Spain,1,0,2011-04-20 17:00:00
Ukraine,Estonia,1,0,2011-04-20 11:00:00
Portugal,Spain,1,1,2011-04-19 17:00:00
Russia,France,0,0,2011-04-19 17:00:00
Italy,Russia,2,0,2011-04-13 17:00:00
Montenegro,Greece,0,0,2011-04-12 16:55:00
Qatar,India,5,0,2011-04-11 20:00:00
Grenada,Saint Kitts and Nevis,1,0,2011-04-03 04:00:00
Slovakia,Serbia,1,1,2011-03-31 11:00:00
Morocco,Botswana,1,1,2011-03-30 21:00:00
Mexico,Venezuela,1,1,2011-03-30 05:00:00
Costa Rica,Argentina,0,0,2011-03-30 04:00:00
El Salvador,Jamaica,2,3,2011-03-30 03:00:00
United States,Paraguay,0,1,2011-03-30 02:00:00
Cuba,Panama,0,2,2011-03-29 22:00:00
Portugal,Finland,2,0,2011-03-29 21:45:00
England,Ghana,1,1,2011-03-29 21:00:00
France,Croatia,0,0,2011-03-29 21:00:00
Germany,Australia,1,2,2011-03-29 20:45:00
Ireland,Uruguay,2,3,2011-03-29 20:45:00
Ukraine,Italy,0,2,2011-03-29 20:45:00
Colombia,Chile,0,2,2011-03-29 20:30:00
Greece,Poland,0,0,2011-03-29 20:30:00
Slovakia,Denmark,1,2,2011-03-29 20:15:00
Cyprus,Bulgaria,0,1,2011-03-29 19:00:00
Nigeria,Kenya,3,0,2011-03-29 19:00:00
Equatorial Guinea,Gambia,1,0,2011-03-29 18:30:00
Kuwait,Iraq,1,0,2011-03-29 18:30:00
Luxembourg,Estonia,0,6,2011-03-29 18:30:00
Luxembourg,Estonia,0,6,2011-03-29 18:30:00
Germany,Italy,2,2,2011-03-29 18:00:00
Netherlands,England,3,0,2011-03-29 18:00:00
Peru,Ecuador,0,0,2011-03-29 18:00:00
Poland,Switzerland,0,3,2011-03-29 18:00:00
Qatar,Russia,1,1,2011-03-29 18:00:00
Austria,Norway,2,1,2011-03-29 17:45:00
Germany,Ukraine,3,0,2011-03-29 17:30:00
Belarus,Canada,0,1,2011-03-29 17:00:00
Oman,Tunisia,2,1,2011-03-29 17:00:00
Czech Republic,France,0,1,2011-03-29 16:45:00
Azerbaijan,Russia,0,8,2011-03-29 16:00:00
Israel,Albania,1,1,2011-03-29 16:00:00
Romania,Georgia,2,1,2011-03-29 16:00:00
Slovakia,Serbia,1,0,2011-03-29 16:00:00
Jordan,North Korea,1,1,2011-03-29 15:45:00
Greece,Cyprus,0,1,2011-03-29 15:00:00
Qatar,Switzerland,3,5,2011-03-29 15:00:00
Serbia,Ukraine,2,2,2011-03-29 14:30:00
China,Honduras,3,0,2011-03-29 13:30:00
Guatemala,Bolivia,1,1,2011-03-29 03:00:00
England,Iceland,1,2,2011-03-28 20:45:00
Spain,Belarus,1,1,2011-03-28 20:30:00
Belgium,Greece,0,1,2011-03-28 19:00:00
Portugal,Denmark,1,1,2011-03-28 18:15:00
Denmark,Ukraine,2,2,2011-03-28 18:00:00
Slovakia,Finland,0,0,2011-03-28 18:00:00
Croatia,Hungary,3,2,2011-03-28 17:00:00
Belarus,Lithuania,0,2,2011-03-28 13:00:00
Saint Kitts and Nevis,Grenada,0,0,2011-03-28 02:00:00
Brazil,Scotland,2,0,2011-03-27 15:00:00
Costa Rica,China,2,2,2011-03-27 05:00:00
United States,Argentina,1,1,2011-03-27 00:00:00
Mexico,Paraguay,3,1,2011-03-26 22:00:00
Portugal,Chile,1,1,2011-03-26 21:45:00
Colombia,Ecuador,2,0,2011-03-26 18:00:00
Slovakia,Finland,3,2,2011-03-26 18:00:00
North Korea,Iraq,0,2,2011-03-26 17:30:00
Georgia,Albania,1,3,2011-03-26 16:00:00
Romania,Israel,1,1,2011-03-26 16:00:00
Poland,Norway,3,1,2011-03-26 15:30:00
Jordan,Kuwait,1,1,2011-03-26 14:45:00
Cyprus,Ireland,0,0,2011-03-26 14:30:00
Moldova,Russia,0,2,2011-03-26 10:00:00
Panama,Bolivia,2,0,2011-03-26 03:15:00
Jamaica,Venezuela,0,2,2011-03-26 02:00:00
Lithuania,Poland,2,0,2011-03-25 20:30:00
Portugal,Ireland,2,0,2011-03-25 18:15:00
Estonia,Uruguay,2,0,2011-03-25 18:00:00
Germany,Belgium,1,2,2011-03-25 18:00:00
Malta,Montenegro,1,1,2011-03-25 18:00:00
Montenegro,Uzbekistan,1,0,2011-03-25 18:00:00
Netherlands,Germany,1,3,2011-03-25 18:00:00
Switzerland,Italy,1,0,2011-03-25 18:00:00
Czech Republic,Belarus,2,0,2011-03-25 17:00:00
Serbia,Bulgaria,4,1,2011-03-25 14:30:00
Turkey,Finland,0,1,2011-03-25 13:00:00
Turkey,Finland,0,1,2011-03-25 13:00:00
China,New Zealand,1,1,2011-03-25 12:30:00
South Korea,Honduras,4,0,2011-03-25 12:00:00
Cuba,El Salvador,0,1,2011-03-24 22:00:00
Italy,Sweden,3,1,2011-03-24 21:00:00
France,Spain,3,2,2011-03-24 20:45:00
Germany,Poland,1,1,2011-03-24 20:00:00
Belgium,Scotland,1,0,2011-03-24 19:00:00
Hungary,Austria,0,2,2011-03-24 19:00:00
Ukraine,Iceland,3,2,2011-03-24 18:30:00
Denmark,England,0,4,2011-03-24 18:00:00
Croatia,Ukraine,1,2,2011-03-24 16:00:00
Lithuania,Latvia,1,2,2011-03-24 15:00:00
Moldova,Russia,1,3,2011-03-24 14:00:00
Italy,Netherlands,1,0,2011-03-24 11:00:00
Israel,Georgia,2,0,2011-03-23 16:00:00
Romania,Albania,2,0,2011-03-23 16:00:00
Montenegro,Ukraine,1,1,2011-03-17 14:30:00
Argentina,Venezuela,4,1,2011-03-17 01:45:00
Botswana,Namibia,1,1,2011-03-16 19:30:00
Finland,Estonia,3,0,2011-03-09 13:00:00
Greece,Denmark,2,0,2011-03-08 15:30:00
Turkey,Montenegro,3,0,2011-03-08 13:00:00
Moldova,Romania,3,3,2011-02-15 14:00:00
Bahrain,Kuwait,0,0,2011-02-14 15:30:00
Norway,Slovakia,0,1,2011-02-11 16:00:00
Sweden,Portugal,1,3,2011-02-11 13:00:00
Belgium,Belarus,1,0,2011-02-10 19:00:00
El Salvador,Haiti,1,0,2011-02-10 03:00:00
Honduras,Ecuador,1,1,2011-02-10 02:30:00
Mexico,Bosnia and Herzegovina,2,0,2011-02-10 02:00:00
Venezuela,Costa Rica,2,2,2011-02-10 01:30:00
Spain,Colombia,1,0,2011-02-09 21:30:00
Argentina,Portugal,2,1,2011-02-09 21:00:00
France,Brazil,1,0,2011-02-09 21:00:00
Morocco,Niger,3,0,2011-02-09 21:00:00
Germany,Italy,1,1,2011-02-09 20:45:00
Belgium,Finland,1,1,2011-02-09 20:30:00
England,France,1,2,2011-02-09 20:30:00
Malta,Switzerland,0,0,2011-02-09 20:30:00
Netherlands,Austria,3,1,2011-02-09 20:30:00
Poland,Norway,1,0,2011-02-09 20:30:00
Wales,Northern Ireland,2,0,2011-02-09 20:30:00
Denmark,England,1,2,2011-02-09 20:15:00
Luxembourg,Slovakia,2,1,2011-02-09 20:15:00
Albania,Slovenia,1,2,2011-02-09 20:00:00
Estonia,Bulgaria,2,2,2011-02-09 20:00:00
South Africa,Kenya,2,0,2011-02-09 19:35:00
Cyprus,Romania,1,1,2011-02-09 19:30:00
Namibia,Malawi,1,2,2011-02-09 19:30:00
Sweden,Ukraine,1,1,2011-02-09 19:30:00
Nigeria,Sierra Leone,2,1,2011-02-09 19:20:00
Israel,Serbia,0,2,2011-02-09 19:00:00
Turkey,South Korea,0,0,2011-02-09 19:00:00
Portugal,Sweden,3,1,2011-02-09 18:15:00
Azerbaijan,Hungary,0,2,2011-02-09 18:00:00
Greece,Germany,0,0,2011-02-09 18:00:00
Netherlands,Czech Republic,0,1,2011-02-09 18:00:00
Croatia,Czech Republic,4,2,2011-02-09 17:45:00
Iran,Russia,1,0,2011-02-09 17:00:00
Latvia,Bolivia,2,1,2011-02-09 17:00:00
Ukraine,Russia,0,1,2011-02-09 17:00:00
Cape Verde,Burkina Faso,1,0,2011-02-09 16:30:00
Turkey,Romania,1,0,2011-02-09 16:30:00
Belarus,Kazakhstan,1,1,2011-02-09 16:00:00
Greece,Canada,1,0,2011-02-09 16:00:00
Portugal,Norway,1,1,2011-02-09 16:00:00
Switzerland,Ukraine,1,1,2011-02-09 15:30:00
Gabon,Congo,2,0,2011-02-09 15:10:00
Andorra,Moldova,1,2,2011-02-09 15:00:00
Israel,Serbia,0,1,2011-02-09 15:00:00
San Marino,Liechtenstein,0,1,2011-02-09 15:00:00
Slovenia,Croatia,1,1,2011-02-09 15:00:00
Armenia,Georgia,1,2,2011-02-09 14:00:00
Mozambique,Botswana,1,1,2011-02-09 14:00:00
Russia,Ukraine,3,0,2011-02-09 14:00:00
Malaysia,Hong Kong,2,0,2011-02-09 13:45:00
Cyprus,Ireland,0,0,2011-02-09 13:30:00
Bulgaria,Cameroon,3,1,2011-02-09 13:00:00
Finland,Estonia,4,1,2011-02-09 12:30:00
Germany,Italy,3,1,2011-02-09 11:00:00
Peru,Panama,1,0,2011-02-08 21:45:00
France,Slovakia,3,1,2011-02-08 20:45:00
Denmark,Spain,1,2,2011-02-08 20:30:00
Cote d'Ivoire,Mali,1,0,2011-02-08 19:00:00
Cyprus,Sweden,0,2,2011-02-08 18:00:00
Italy,England,1,0,2011-02-08 15:00:00
Slovakia,Portugal,0,1,2011-02-07 16:00:00
Sweden,Norway,2,2,2011-02-07 13:00:00
Poland,Moldova,1,0,2011-02-06 20:30:00
Honduras,Costa Rica,2,1,2011-01-24 00:00:00
El Salvador,Panama,0,1,2011-01-23 21:30:00
United States,Chile,1,1,2011-01-23 04:00:00
South Africa,Sweden,1,1,2011-01-22 16:00:00
Panama,Costa Rica,1,1,2011-01-22 03:00:00
Honduras,El Salvador,2,0,2011-01-22 00:30:00
Guatemala,Nicaragua,2,1,2011-01-21 22:00:00
Netherlands,Norway,0,4,2011-01-20 16:00:00
Sweden,Botswana,2,1,2011-01-19 16:00:00
Panama,El Salvador,2,0,2011-01-19 03:00:00
Honduras,Guatemala,3,1,2011-01-19 01:00:00
Nicaragua,Belize,1,1,2011-01-18 23:00:00
Egypt,Uganda,3,1,2011-01-17 17:30:00
Kenya,Congo,0,1,2011-01-17 13:45:00
Panama,Nicaragua,2,0,2011-01-17 01:00:00
Guatemala,Costa Rica,0,2,2011-01-16 23:00:00
Belize,El Salvador,2,5,2011-01-16 21:00:00
Tanzania,Sudan,0,2,2011-01-16 10:30:00
Panama,Belize,2,0,2011-01-15 03:10:00
Costa Rica,Honduras,1,1,2011-01-15 01:00:00
El Salvador,Nicaragua,2,0,2011-01-14 23:00:00
Egypt,Kenya,5,1,2011-01-14 18:00:00
Congo,Uganda,0,1,2011-01-14 15:00:00
Turkey,Italy,0,3,2011-01-12 13:00:00
Egypt,Burundi,3,0,2011-01-11 18:00:00
Congo,Sudan,2,1,2011-01-11 15:45:00
Uganda,Tanzania,1,1,2011-01-11 13:45:00
Egypt,Uganda,1,0,2011-01-08 18:00:00
Tanzania,Burundi,1,1,2011-01-08 15:45:00
Congo,Kenya,1,0,2011-01-08 13:45:00
Egypt,Tanzania,5,1,2011-01-05 18:00:00
Sudan,Kenya,0,1,2011-01-05 17:45:00
Uganda,Burundi,3,1,2011-01-05 15:45:00
United Arab Emirates,Australia,0,0,2011-01-05 15:30:00
Bahrain,North Korea,0,1,2011-01-04 16:00:00
Saudi Arabia,Angola,0,0,2011-01-04 15:40:00
Iran,Angola,1,0,2011-01-02 16:45:00
United Arab Emirates,Syria,2,0,2011-01-02 15:30:00
Iraq,China,2,3,2011-01-02 14:00:00
Jordan,Uzbekistan,2,2,2011-01-02 13:30:00
Iraq,Tunisia,1,2,2012-12-30 14:00:00
Bahrain,Guinea,3,0,2012-12-29 17:15:00
Oman,Togo,0,1,2012-12-29 16:30:00
United Arab Emirates,Yemen,3,1,2012-12-29 16:00:00
Qatar,Egypt,0,2,2012-12-28 17:30:00
Libya,Morocco,1,0,2012-12-27 18:30:00
Tunisia,Mauritania,5,3,2012-12-27 15:30:00
United Arab Emirates,Yemen,2,0,2012-12-25 16:15:00
Angola,Rwanda,1,0,2012-12-22 17:00:00
South Africa,Malawi,3,1,2012-12-22 16:00:00
Zambia,Tanzania,0,1,2012-12-22 14:30:00
Paraguay,Uruguay,2,2,2012-12-20 21:15:00
Turkey,Croatia,1,0,2012-12-20 12:30:00
Angola,Cameroon,1,0,2012-12-19 18:45:00
Greece,Italy,1,0,2012-12-19 13:30:00
Oman,Benin,2,0,2012-12-19 12:15:00
Turkey,Croatia,3,0,2012-12-18 18:00:00
Turkey,Romania,1,0,2012-12-18 12:40:00
Peru,El Salvador,3,0,2012-12-16 15:30:00
Peru,El Salvador,4,0,2012-12-14 22:00:00
Israel,Serbia,1,2,2012-12-13 16:00:00
Morocco,Niger,3,0,2012-12-12 15:15:00
Israel,Germany,1,4,2012-12-11 16:00:00
China,South Korea,0,1,2012-12-11 12:35:00
Turkey,Portugal,2,0,2012-12-06 12:30:00
Montenegro,Bosnia and Herzegovina,0,1,2012-12-06 11:00:00
Saudi Arabia,Zambia,2,1,2012-12-05 15:45:00
Montenegro,Serbia,2,0,2012-12-05 13:00:00
Montenegro,Bosnia and Herzegovina,1,0,2012-12-04 13:00:00
Bahrain,Iraq,0,0,2012-12-03 14:00:00
United States,Portugal,3,4,2012-12-02 23:00:00
Turkey,Brazil,2,6,2012-12-02 20:00:00
United States,Turkey,4,1,2012-11-30 23:00:00
Brazil,Portugal,1,1,2012-11-30 20:00:00
Serbia,Belarus,1,1,2012-11-30 13:00:00
England,Scotland,1,0,2012-11-29 20:35:00
Palestine,Bahrain,0,2,2012-11-29 15:35:00
United States,Brazil,4,4,2012-11-28 23:00:00
Portugal,Turkey,4,3,2012-11-28 20:00:00
Morocco,Burkina Faso,1,1,2012-11-28 16:00:00
Northern Ireland,Wales,1,1,2012-11-23 20:35:00
Portugal,Denmark,1,1,2012-11-22 16:00:00
Argentina,Brazil,2,2,2012-11-22 01:00:00
Italy,Czech Republic,4,0,2012-11-21 15:00:00
Israel,Romania,1,3,2012-11-21 13:00:00
Portugal,Denmark,2,1,2012-11-20 16:00:00
Palestine,Syria,2,1,2012-11-20 15:00:00
Malaysia,Bangladesh,1,1,2012-11-20 13:45:00
Israel,Romania,3,1,2012-11-19 13:00:00
Singapore,Pakistan,4,0,2012-11-19 12:45:00
Palestine,Syria,1,1,2012-11-17 16:00:00
Thailand,Bangladesh,5,0,2012-11-17 12:00:00
Indonesia,Cameroon,0,0,2012-11-17 11:20:00
Singapore,Pakistan,1,0,2012-11-16 12:45:00
Switzerland,Ireland,1,0,2012-11-15 18:00:00
Philippines,Singapore,1,0,2012-11-15 12:00:00
Honduras,Peru,0,0,2012-11-15 02:30:00
Venezuela,Nigeria,1,3,2012-11-15 02:05:00
Bolivia,Costa Rica,1,1,2012-11-15 01:30:00
Brazil,Colombia,1,1,2012-11-15 01:30:00
Paraguay,Guatemala,3,1,2012-11-15 00:05:00
Panama,Spain,1,5,2012-11-14 22:30:00
Italy,France,1,2,2012-11-14 20:50:00
Albania,Cameroon,0,0,2012-11-14 20:45:00
Ireland,Greece,0,1,2012-11-14 20:45:00
Poland,Uruguay,1,3,2012-11-14 20:45:00
Austria,Cote d'Ivoire,0,3,2012-11-14 20:30:00
Gabon,Portugal,2,2,2012-11-14 20:30:00
Hungary,Norway,0,2,2012-11-14 20:30:00
Netherlands,Germany,0,0,2012-11-14 20:30:00
Sweden,England,4,2,2012-11-14 20:30:00
Luxembourg,Scotland,1,2,2012-11-14 20:15:00
Cape Verde,Ghana,0,1,2012-11-14 20:00:00
Chile,Serbia,1,3,2012-11-14 20:00:00
Morocco,Togo,0,1,2012-11-14 20:00:00
Romania,Belgium,2,1,2012-11-14 20:00:00
Turkey,Denmark,1,1,2012-11-14 20:00:00
Israel,Belarus,1,2,2012-11-14 19:35:00
Andorra,Iceland,0,2,2012-11-14 19:00:00
Belgium,Switzerland,1,1,2012-11-14 19:00:00
Liechtenstein,Malta,0,1,2012-11-14 19:00:00
Netherlands,Turkey,1,4,2012-11-14 19:00:00
Niger,Senegal,1,1,2012-11-14 19:00:00
Russia,Slovakia,2,1,2012-11-14 19:00:00
South Africa,Zambia,0,1,2012-11-14 19:00:00
Tunisia,Switzerland,1,2,2012-11-14 18:15:00
Algeria,Bosnia and Herzegovina,0,1,2012-11-14 18:00:00
Angola,Congo,1,1,2012-11-14 18:00:00
Cyprus,Finland,0,3,2012-11-14 18:00:00
Germany,Turkey,1,1,2012-11-14 18:00:00
Poland,Germany,2,1,2012-11-14 18:00:00
Portugal,Mali,2,1,2012-11-14 18:00:00
Portugal,Scotland,3,2,2012-11-14 18:00:00
Saudi Arabia,Argentina,0,0,2012-11-14 18:00:00
Czech Republic,Slovakia,3,0,2012-11-14 17:30:00
Bulgaria,Ukraine,0,1,2012-11-14 17:00:00
Israel,Belarus,2,0,2012-11-14 17:00:00
Congo,Burkina Faso,0,1,2012-11-14 16:30:00
Rwanda,Namibia,2,2,2012-11-14 16:30:00
United Arab Emirates,Estonia,2,1,2012-11-14 16:30:00
Armenia,Lithuania,4,2,2012-11-14 16:00:00
Russia,United States,2,2,2012-11-14 16:00:00
Bosnia and Herzegovina,Poland,0,0,2012-11-14 15:30:00
Kuwait,Bahrain,1,1,2012-11-14 15:30:00
Czech Republic,Sweden,1,1,2012-11-14 15:15:00
Georgia,Egypt,0,0,2012-11-14 15:00:00
Italy,Switzerland,4,1,2012-11-14 15:00:00
Italy,Russia,1,1,2012-11-14 14:30:00
Germany,France,3,0,2012-11-14 14:00:00
Hungary,Montenegro,0,0,2012-11-14 14:00:00
Tanzania,Kenya,1,0,2012-11-14 14:00:00
Malaysia,Hong Kong,1,1,2012-11-14 13:45:00
Greece,Austria,1,1,2012-11-14 13:30:00
Croatia,Slovenia,2,1,2012-11-14 13:00:00
China,New Zealand,1,1,2012-11-14 12:30:00
Turkey,Denmark,1,1,2012-11-14 12:30:00
Thailand,Bhutan,5,0,2012-11-14 12:05:00
Moldova,Azerbaijan,1,1,2012-11-14 12:00:00
Germany,Italy,3,0,2012-11-14 11:00:00
South Korea,Australia,1,2,2012-11-14 11:00:00
England,Finland,1,0,2012-11-13 20:30:00
England,Northern Ireland,2,0,2012-11-13 20:30:00
France,Ukraine,2,1,2012-11-13 20:30:00
Cyprus,Romania,1,1,2012-11-13 19:00:00
Italy,Spain,1,3,2012-11-13 18:30:00
Switzerland,Ireland,1,0,2012-11-13 18:00:00
Poland,Northern Ireland,1,1,2012-11-10 12:00:00
Paraguay,Brazil,3,5,2012-11-09 23:30:00
Bahrain,Jordan,3,0,2012-11-08 16:30:00
Cyprus,Poland,3,2,2012-11-08 13:45:00
Oman,Estonia,1,2,2012-11-08 12:30:00
Germany,Czech Republic,2,2,2012-11-08 12:00:00
Poland,Northern Ireland,2,0,2012-11-08 12:00:00
Slovenia,Italy,0,7,2012-11-08 12:00:00
Slovakia,Switzerland,1,3,2012-11-08 11:00:00
Qatar,Iraq,2,1,2012-11-07 16:00:00
Turkey,Germany,1,1,2012-11-07 13:00:00
Thailand,Malaysia,2,0,2012-11-07 12:00:00
Germany,Czech Republic,0,1,2012-11-06 18:00:00
Slovakia,Switzerland,0,2,2012-11-06 16:00:00
Italy,Slovenia,3,0,2012-11-06 15:00:00
Iran,Tajikistan,6,1,2012-11-06 14:00:00
Cyprus,Poland,3,0,2012-11-06 13:45:00
Turkey,Germany,3,0,2012-11-05 13:00:00
Portugal,France,1,1,2012-11-04 19:00:00
Norway,Uruguay,1,2,2012-11-04 15:00:00
France,Netherlands,1,0,2012-11-03 16:00:00
Croatia,Norway,2,1,2012-11-03 14:00:00
Vietnam,Malaysia,1,0,2012-11-03 13:00:00
France,Norway,5,1,2012-11-02 19:00:00
Uruguay,Portugal,0,4,2012-11-02 15:00:00
Wales,England,0,1,2012-11-01 20:35:00
France,Croatia,1,0,2012-11-01 16:00:00
France,Romania,2,0,2012-11-01 15:00:00
Norway,Netherlands,1,6,2012-11-01 14:00:00
Ukraine,Switzerland,1,3,2012-11-01 12:00:00
Belgium,Austria,1,2,2012-11-01 11:00:00
Moldova,Romania,0,0,2012-11-01 10:00:00
France,Uruguay,4,0,2012-10-31 19:00:00
Portugal,Norway,1,2,2012-10-31 15:00:00
Belgium,Austria,3,2,2012-10-30 19:00:00
France,Romania,1,0,2012-10-30 18:05:00
Netherlands,Croatia,1,1,2012-10-30 16:00:00
Ukraine,Switzerland,1,1,2012-10-30 15:00:00
France,Norway,3,0,2012-10-30 14:00:00
Moldova,Romania,1,3,2012-10-30 14:00:00
Vietnam,South Korea,1,1,2012-10-28 13:00:00
Laos,Turkmenistan,2,4,2012-10-28 10:30:00
Scotland,Northern Ireland,1,2,2012-10-26 20:35:00
Vietnam,Laos,4,0,2012-10-26 14:00:00
South Korea,Turkmenistan,4,0,2012-10-26 11:30:00
Argentina,United States,3,1,2012-10-26 00:00:00
Chile,Panama,1,0,2012-10-25 22:00:00
United Arab Emirates,Jordan,2,1,2012-10-25 15:00:00
Cyprus,Hungary,2,4,2012-10-25 09:00:00
England,Italy,2,0,2012-10-24 20:30:00
Vietnam,Turkmenistan,0,1,2012-10-24 14:00:00
United States,Chile,5,1,2012-10-23 22:50:00
Argentina,Panama,2,0,2012-10-23 20:40:00
United Arab Emirates,Iraq,2,1,2012-10-23 17:00:00
Cyprus,Hungary,3,3,2012-10-23 14:00:00
United Arab Emirates,Saudi Arabia,2,1,2012-10-21 15:00:00
Vietnam,Malaysia,0,1,2012-10-21 13:15:00
Malaysia,Thailand,1,0,2012-10-19 10:30:00
Czech Republic,Switzerland,2,1,2012-10-18 15:00:00
Denmark,Ukraine,3,0,2012-10-18 15:00:00
Vietnam,Thailand,2,0,2012-10-17 13:00:00
Colombia,Cameroon,3,0,2012-10-17 00:00:00
Wales,Turkey,0,5,2012-10-16 19:00:00
Denmark,Ukraine,1,1,2012-10-16 18:30:00
Egypt,Tunisia,0,1,2012-10-16 18:00:00
Kenya,South Africa,1,2,2012-10-16 18:00:00
Kuwait,Philippines,2,1,2012-10-16 17:50:00
Denmark,Serbia,1,2,2012-10-16 17:00:00
Lithuania,Turkey,1,0,2012-10-16 17:00:00
United States,Azerbaijan,3,2,2012-10-16 17:00:00
Bahrain,United Arab Emirates,2,6,2012-10-16 16:35:00
Estonia,Norway,2,0,2012-10-16 16:30:00
Lebanon,Yemen,2,1,2012-10-16 16:30:00
Georgia,Denmark,0,2,2012-10-16 15:30:00
Japan,Brazil,0,4,2012-10-16 14:10:00
Finland,Bulgaria,3,0,2012-10-16 14:00:00
Hong Kong,Malaysia,0,3,2012-10-16 14:00:00
Vietnam,Indonesia,0,0,2012-10-16 14:00:00
Singapore,India,2,0,2012-10-16 13:45:00
